strain	CO	CO_confidence	CO_entropy	country	country_confidence	country_entropy	division	division_confidence	division_entropy	state	state_confidence	state_entropy	trap	trap_confidence	trap_entropy	zone	zone_confidence	zone_entropy	is_terminal	build
KJ501457/2003/USA/MA/Unknown/WN02/unknown/Bird-crow	Not CO	{'Not CO': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	MA/Unknown	{'MA/Unknown': 1.0}	-1.000088900581841e-12	MA	{'MA': 1.0}	-1.000088900581841e-12	MA/Unknown	{'MA/Unknown': 1.0}	-1.000088900581841e-12	MA/Unknown	{'MA/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KJ501458/2002/USA/MO/Unknown/WN02/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	MO/Unknown	{'MO/Unknown': 1.0}	-1.000088900581841e-12	MO	{'MO': 1.0}	-1.000088900581841e-12	MO/Unknown	{'MO/Unknown': 1.0}	-1.000088900581841e-12	MO/Unknown	{'MO/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KJ501459/2003/USA/OK/Payne/WN02/unknown/Bird-crow	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	OK/Payne	{'OK/Payne': 0.9999999999999999}	-9.99866855976916e-13	OK	{'OK': 1.0}	-1.000088900581841e-12	OK/Payne	{'OK/Payne': 1.0}	-1.000088900581841e-12	OK/Payne	{'OK/Payne': 1.0}	-1.000088900581841e-12	True	wnv
KJ501460/2003/USA/DC/District-Of-Columbia/WN02/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	DC/District-Of-Columbia	{'DC/District-Of-Columbia': 1.0}	-1.000088900581841e-12	DC	{'DC': 1.0}	-1.000088900581841e-12	DC/District-Of-Columbia	{'DC/District-Of-Columbia': 1.0}	-1.000088900581841e-12	DC/District-Of-Columbia	{'DC/District-Of-Columbia': 0.9999999999999999}	-9.99866855976916e-13	True	wnv
KJ501461/2005/USA/MT/Phillips/WN02/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	MT/Phillips	{'MT/Phillips': 0.9999999999999999}	-9.99866855976916e-13	MT	{'MT': 0.9999999999999999}	-9.99866855976916e-13	MT/Phillips	{'MT/Phillips': 1.0}	-1.000088900581841e-12	MT/Phillips	{'MT/Phillips': 1.0}	-1.000088900581841e-12	True	wnv
KJ501462/2002/USA/UT/Weber/SW03/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	UT/Weber	{'UT/Weber': 1.0}	-1.000088900581841e-12	UT	{'UT': 1.0}	-1.000088900581841e-12	UT/Weber	{'UT/Weber': 0.9999999999999999}	-9.99866855976916e-13	UT/Weber	{'UT/Weber': 1.0}	-1.000088900581841e-12	True	wnv
KJ501463/2002/USA/KS/Unknown/WN02/unknown/Bird-crow	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	KS/Unknown	{'KS/Unknown': 0.9999999999999999}	-9.99866855976916e-13	KS	{'KS': 1.0}	-1.000088900581841e-12	KS/Unknown	{'KS/Unknown': 1.0}	-1.000088900581841e-12	KS/Unknown	{'KS/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KJ501464/2002/USA/MD/Unknown/WN02/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	MD	{'MD': 1.0}	-1.000088900581841e-12	MD	{'MD': 1.0}	-1.000088900581841e-12	MD	{'MD': 1.0}	-1.000088900581841e-12	MD	{'MD': 1.0}	-1.000088900581841e-12	True	wnv
KJ501465/2001/USA/MI/Oakland/NY99/unknown/Bird-crow	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	MI	{'MI': 1.0}	-1.000088900581841e-12	MI	{'MI': 1.0}	-1.000088900581841e-12	MI	{'MI': 1.0}	-1.000088900581841e-12	MI	{'MI': 1.0}	-1.000088900581841e-12	True	wnv
KJ501466/2002/USA/MI/Lapeer/WN02/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	MI	{'MI': 1.0}	-1.000088900581841e-12	MI	{'MI': 1.0}	-1.000088900581841e-12	MI	{'MI': 0.9999999999999999}	-9.99866855976916e-13	MI	{'MI': 0.9999999999999999}	-9.99866855976916e-13	True	wnv
KJ501467/2002/USA/MI/Wayne/WN02/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	MI	{'MI': 1.0}	-1.000088900581841e-12	MI	{'MI': 1.0}	-1.000088900581841e-12	MI	{'MI': 1.0}	-1.000088900581841e-12	MI	{'MI': 1.0}	-1.000088900581841e-12	True	wnv
KJ501468/2001/USA/MS/Adams/NY99/unknown/Bird-other	Not CO	{'Not CO': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	MS/Adams	{'MS/Adams': 1.0}	-1.000088900581841e-12	MS	{'MS': 1.0}	-1.000088900581841e-12	MS/Adams	{'MS/Adams': 1.0}	-1.000088900581841e-12	MS/Adams	{'MS/Adams': 1.0}	-1.000088900581841e-12	True	wnv
KJ501469/2003/USA/NE/Knox/WN02/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	NE/Knox	{'NE/Knox': 1.0}	-1.000088900581841e-12	NE	{'NE': 0.9999999999999999}	-9.99866855976916e-13	NE/Knox	{'NE/Knox': 1.0}	-1.000088900581841e-12	NE/Knox	{'NE/Knox': 0.9999999999999999}	-9.99866855976916e-13	True	wnv
KJ501470/2003/USA/SD/Day/WN02/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	SD/Day	{'SD/Day': 1.0}	-1.000088900581841e-12	SD	{'SD': 1.0}	-1.000088900581841e-12	SD/Day	{'SD/Day': 1.0}	-1.000088900581841e-12	SD/Day	{'SD/Day': 1.0}	-1.000088900581841e-12	True	wnv
KJ501471/2005/USA/AZ/Coconino/SW03/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	AZ/Coconino	{'AZ/Coconino': 1.0}	-1.000088900581841e-12	AZ	{'AZ': 0.9999999999999999}	-9.99866855976916e-13	AZ/Coconino	{'AZ/Coconino': 1.0}	-1.000088900581841e-12	AZ/Coconino	{'AZ/Coconino': 1.0}	-1.000088900581841e-12	True	wnv
KJ501472/2003/USA/GA/Unknown/WN02/unknown/Bird-crow	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	GA	{'GA': 1.0}	-1.000088900581841e-12	GA	{'GA': 1.0}	-1.000088900581841e-12	GA	{'GA': 1.0}	-1.000088900581841e-12	GA	{'GA': 1.0}	-1.000088900581841e-12	True	wnv
KJ501473/2001/USA/IL/Dupage/NY99/unknown/Bird-crow	Not CO	{'Not CO': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	IL/Dupage	{'IL/Dupage': 1.0}	-1.000088900581841e-12	IL	{'IL': 1.0}	-1.000088900581841e-12	IL/Dupage	{'IL/Dupage': 1.0}	-1.000088900581841e-12	IL/Dupage	{'IL/Dupage': 1.0}	-1.000088900581841e-12	True	wnv
KJ501474/2002/USA/IA/Kossuth/WN02/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	IA/Kossuth	{'IA/Kossuth': 1.0}	-1.000088900581841e-12	IA	{'IA': 1.0}	-1.000088900581841e-12	IA/Kossuth	{'IA/Kossuth': 1.0}	-1.000088900581841e-12	IA/Kossuth	{'IA/Kossuth': 1.0}	-1.000088900581841e-12	True	wnv
KJ501475/2002/USA/KS/Unknown/WN02/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	KS/Unknown	{'KS/Unknown': 0.9999999999999999}	-9.99866855976916e-13	KS	{'KS': 1.0}	-1.000088900581841e-12	KS/Unknown	{'KS/Unknown': 1.0}	-1.000088900581841e-12	KS/Unknown	{'KS/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KJ501476/2002/USA/KS/Unknown/WN02/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	KS/Unknown	{'KS/Unknown': 0.9999999999999999}	-9.99866855976916e-13	KS	{'KS': 1.0}	-1.000088900581841e-12	KS/Unknown	{'KS/Unknown': 1.0}	-1.000088900581841e-12	KS/Unknown	{'KS/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KJ501477/2003/USA/KS/Unknown/WN02/unknown/Bird-crow	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	KS/Unknown	{'KS/Unknown': 1.0}	-1.000088900581841e-12	KS	{'KS': 1.0}	-1.000088900581841e-12	KS/Unknown	{'KS/Unknown': 1.0}	-1.000088900581841e-12	KS/Unknown	{'KS/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KJ501478/2003/USA/KS/Unknown/SW03/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	KS/Unknown	{'KS/Unknown': 1.0}	-1.000088900581841e-12	KS	{'KS': 1.0}	-1.000088900581841e-12	KS/Unknown	{'KS/Unknown': 1.0}	-1.000088900581841e-12	KS/Unknown	{'KS/Unknown': 0.9999999999999999}	-9.99866855976916e-13	True	wnv
KJ501479/2002/USA/KY/Boone/WN02/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	KY/Boone	{'KY/Boone': 1.0}	-1.000088900581841e-12	KY	{'KY': 1.0}	-1.000088900581841e-12	KY/Boone	{'KY/Boone': 1.0}	-1.000088900581841e-12	KY/Boone	{'KY/Boone': 1.0}	-1.000088900581841e-12	True	wnv
KJ501480/2001/USA/MD/Anne-Arundel/NY99/unknown/Bird-crow	Not CO	{'Not CO': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	MD	{'MD': 1.0}	-1.000088900581841e-12	MD	{'MD': 0.9999999999999999}	-9.99866855976916e-13	MD	{'MD': 0.9999999999999999}	-9.99866855976916e-13	MD	{'MD': 0.9999999999999999}	-9.99866855976916e-13	True	wnv
KJ501481/2002/USA/MI/Unknown/WN02/unknown/Bird-crow	Not CO	{'Not CO': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	MI	{'MI': 1.0}	-1.000088900581841e-12	MI	{'MI': 1.0}	-1.000088900581841e-12	MI	{'MI': 1.0}	-1.000088900581841e-12	MI	{'MI': 0.9999999999999999}	-9.99866855976916e-13	True	wnv
KJ501482/2002/USA/NE/Unknown/WN02/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	NE/Unknown	{'NE/Unknown': 1.0}	-1.000088900581841e-12	NE	{'NE': 1.0}	-1.000088900581841e-12	NE/Unknown	{'NE/Unknown': 1.0}	-1.000088900581841e-12	NE/Unknown	{'NE/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KJ501483/2002/USA/NE/Unknown/WN02/unknown/Bird-other	Not CO	{'Not CO': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	NE/Unknown	{'NE/Unknown': 1.0}	-1.000088900581841e-12	NE	{'NE': 1.0}	-1.000088900581841e-12	NE/Unknown	{'NE/Unknown': 1.0}	-1.000088900581841e-12	NE/Unknown	{'NE/Unknown': 0.9999999999999999}	-9.99866855976916e-13	True	wnv
KJ501484/2002/USA/NE/Unknown/WN02/unknown/Bird-crow	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	NE/Unknown	{'NE/Unknown': 1.0}	-1.000088900581841e-12	NE	{'NE': 1.0}	-1.000088900581841e-12	NE/Unknown	{'NE/Unknown': 1.0}	-1.000088900581841e-12	NE/Unknown	{'NE/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KJ501485/2006/USA/NV/Churchill/SW03/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	NV/Churchill	{'NV/Churchill': 1.0}	-1.000088900581841e-12	NV	{'NV': 1.0}	-1.000088900581841e-12	NV/Churchill	{'NV/Churchill': 1.0}	-1.000088900581841e-12	NV/Churchill	{'NV/Churchill': 1.0}	-1.000088900581841e-12	True	wnv
KJ501486/2001/USA/NJ/Mercer/NY99/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	NJ/Mercer	{'NJ/Mercer': 1.0}	-1.000088900581841e-12	NJ	{'NJ': 1.0}	-1.000088900581841e-12	NJ/Mercer	{'NJ/Mercer': 1.0}	-1.000088900581841e-12	NJ/Mercer	{'NJ/Mercer': 1.0}	-1.000088900581841e-12	True	wnv
KJ501487/2005/USA/NC/Unknown/WN02/unknown/Bird-crow	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	NC/Unknown	{'NC/Unknown': 1.0}	-1.000088900581841e-12	NC	{'NC': 1.0}	-1.000088900581841e-12	NC/Unknown	{'NC/Unknown': 0.9999999999999999}	-9.99866855976916e-13	NC/Unknown	{'NC/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KJ501488/2003/USA/ND/Stutsman/WN02/unknown/Bird-other	Not CO	{'Not CO': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	ND/Stutsman	{'ND/Stutsman': 1.0}	-1.000088900581841e-12	ND	{'ND': 1.0}	-1.000088900581841e-12	ND/Stutsman	{'ND/Stutsman': 1.0}	-1.000088900581841e-12	ND/Stutsman	{'ND/Stutsman': 1.0}	-1.000088900581841e-12	True	wnv
KJ501489/2002/USA/VA/Unknown/NY99/unknown/Bird-crow	Not CO	{'Not CO': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	VA	{'VA': 1.0}	-1.000088900581841e-12	VA	{'VA': 1.0}	-1.000088900581841e-12	VA	{'VA': 1.0}	-1.000088900581841e-12	VA	{'VA': 1.0}	-1.000088900581841e-12	True	wnv
KJ501490/2002/USA/VA/Unknown/WN02/unknown/Bird-crow	Not CO	{'Not CO': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	VA	{'VA': 1.0}	-1.000088900581841e-12	VA	{'VA': 1.0}	-1.000088900581841e-12	VA	{'VA': 0.9999999999999999}	-9.99866855976916e-13	VA	{'VA': 1.0}	-1.000088900581841e-12	True	wnv
KJ501491/2002/USA/VA/Unknown/WN02/unknown/Bird-crow	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	VA	{'VA': 1.0}	-1.000088900581841e-12	VA	{'VA': 1.0}	-1.000088900581841e-12	VA	{'VA': 0.9999999999999999}	-9.99866855976916e-13	VA	{'VA': 1.0}	-1.000088900581841e-12	True	wnv
KJ501492/2005/USA/WI/Unknown/NY99/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	WI	{'WI': 1.0}	-1.000088900581841e-12	WI	{'WI': 1.0}	-1.000088900581841e-12	WI	{'WI': 1.0}	-1.000088900581841e-12	WI	{'WI': 1.0}	-1.000088900581841e-12	True	wnv
KJ501493/2001/USA/DC/District-Of-Columbia/NY99/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	DC/District-Of-Columbia	{'DC/District-Of-Columbia': 0.9999999999999999}	-9.99866855976916e-13	DC	{'DC': 1.0}	-1.000088900581841e-12	DC/District-Of-Columbia	{'DC/District-Of-Columbia': 1.0}	-1.000088900581841e-12	DC/District-Of-Columbia	{'DC/District-Of-Columbia': 0.9999999999999999}	-9.99866855976916e-13	True	wnv
KJ501494/2001/USA/DC/District-Of-Columbia/NY99/unknown/Bird-crow	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	DC/District-Of-Columbia	{'DC/District-Of-Columbia': 1.0}	-1.000088900581841e-12	DC	{'DC': 1.0}	-1.000088900581841e-12	DC/District-Of-Columbia	{'DC/District-Of-Columbia': 1.0}	-1.000088900581841e-12	DC/District-Of-Columbia	{'DC/District-Of-Columbia': 1.0}	-1.000088900581841e-12	True	wnv
KJ501495/2002/USA/DC/District-Of-Columbia/WN02/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	DC/District-Of-Columbia	{'DC/District-Of-Columbia': 1.0}	-1.000088900581841e-12	DC	{'DC': 1.0}	-1.000088900581841e-12	DC/District-Of-Columbia	{'DC/District-Of-Columbia': 1.0}	-1.000088900581841e-12	DC/District-Of-Columbia	{'DC/District-Of-Columbia': 1.0}	-1.000088900581841e-12	True	wnv
KJ501496/2001/USA/IL/Cook/WN02/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	IL/Cook	{'IL/Cook': 1.0}	-1.000088900581841e-12	IL	{'IL': 1.0}	-1.000088900581841e-12	IL/Cook	{'IL/Cook': 1.0}	-1.000088900581841e-12	IL/Cook	{'IL/Cook': 1.0}	-1.000088900581841e-12	True	wnv
KJ501497/2001/USA/IL/Unknown/WN02/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	IL/Unknown	{'IL/Unknown': 1.0}	-1.000088900581841e-12	IL	{'IL': 1.0}	-1.000088900581841e-12	IL/Unknown	{'IL/Unknown': 0.9999999999999999}	-9.99866855976916e-13	IL/Unknown	{'IL/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KJ501498/2003/USA/MD/Unknown/WN02/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	MD	{'MD': 1.0}	-1.000088900581841e-12	MD	{'MD': 0.9999999999999999}	-9.99866855976916e-13	MD	{'MD': 1.0}	-1.000088900581841e-12	MD	{'MD': 1.0}	-1.000088900581841e-12	True	wnv
KJ501500/2009/USA/MD/Talbot/WN02/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	MD	{'MD': 1.0}	-1.000088900581841e-12	MD	{'MD': 1.0}	-1.000088900581841e-12	MD	{'MD': 1.0}	-1.000088900581841e-12	MD	{'MD': 0.9999999999999999}	-9.99866855976916e-13	True	wnv
KJ501501/2002/USA/MO/Unknown/WN02/unknown/Bird-crow	Not CO	{'Not CO': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	MO/Unknown	{'MO/Unknown': 1.0}	-1.000088900581841e-12	MO	{'MO': 1.0}	-1.000088900581841e-12	MO/Unknown	{'MO/Unknown': 1.0}	-1.000088900581841e-12	MO/Unknown	{'MO/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KJ501502/2002/USA/MT/Unknown/WN02/unknown/Bird-crow	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	MT/Unknown	{'MT/Unknown': 1.0}	-1.000088900581841e-12	MT	{'MT': 0.9999999999999999}	-9.99866855976916e-13	MT/Unknown	{'MT/Unknown': 1.0}	-1.000088900581841e-12	MT/Unknown	{'MT/Unknown': 0.9999999999999999}	-9.99866855976916e-13	True	wnv
KJ501503/2002/USA/NC/Unknown/WN02/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	NC/Unknown	{'NC/Unknown': 1.0}	-1.000088900581841e-12	NC	{'NC': 1.0}	-1.000088900581841e-12	NC/Unknown	{'NC/Unknown': 0.9999999999999999}	-9.99866855976916e-13	NC/Unknown	{'NC/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KJ501504/2003/USA/ND/Burleigh/WN02/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	ND/Burleigh	{'ND/Burleigh': 1.0}	-1.000088900581841e-12	ND	{'ND': 1.0}	-1.000088900581841e-12	ND/Burleigh	{'ND/Burleigh': 1.0}	-1.000088900581841e-12	ND/Burleigh	{'ND/Burleigh': 1.0}	-1.000088900581841e-12	True	wnv
KJ501505/2002/USA/OK/Unknown/WN02/unknown/Bird-crow	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	OK/Unknown	{'OK/Unknown': 1.0}	-1.000088900581841e-12	OK	{'OK': 1.0}	-1.000088900581841e-12	OK/Unknown	{'OK/Unknown': 1.0}	-1.000088900581841e-12	OK/Unknown	{'OK/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KJ501506/2003/USA/OK/Payne/WN02/unknown/Bird-crow	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	OK/Payne	{'OK/Payne': 1.0}	-1.000088900581841e-12	OK	{'OK': 0.9999999999999999}	-9.99866855976916e-13	OK/Payne	{'OK/Payne': 0.9999999999999999}	-9.99866855976916e-13	OK/Payne	{'OK/Payne': 1.0}	-1.000088900581841e-12	True	wnv
KJ501507/2001/USA/SD/Bennett/WN02/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	SD/Bennett	{'SD/Bennett': 1.0}	-1.000088900581841e-12	SD	{'SD': 1.0}	-1.000088900581841e-12	SD/Bennett	{'SD/Bennett': 1.0}	-1.000088900581841e-12	SD/Bennett	{'SD/Bennett': 1.0}	-1.000088900581841e-12	True	wnv
KJ501508/2003/USA/TX/Unknown/WN02/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	TX/Unknown	{'TX/Unknown': 1.0}	-1.000088900581841e-12	TX	{'TX': 1.0}	-1.000088900581841e-12	TX/Unknown	{'TX/Unknown': 1.0}	-1.000088900581841e-12	TX/Unknown	{'TX/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KJ501509/2001/USA/WI/Milwaukee/WN02/unknown/Bird-other	Not CO	{'Not CO': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	WI	{'WI': 1.0}	-1.000088900581841e-12	WI	{'WI': 1.0}	-1.000088900581841e-12	WI	{'WI': 1.0}	-1.000088900581841e-12	WI	{'WI': 1.0}	-1.000088900581841e-12	True	wnv
KJ501510/2002/USA/AR/Unknown/WN02/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	AR/Unknown	{'AR/Unknown': 0.9999999999999999}	-9.99866855976916e-13	AR	{'AR': 1.0}	-1.000088900581841e-12	AR/Unknown	{'AR/Unknown': 0.9999999999999999}	-9.99866855976916e-13	AR/Unknown	{'AR/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KJ501511/2002/USA/AR/Unknown/WN02/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	AR/Unknown	{'AR/Unknown': 1.0}	-1.000088900581841e-12	AR	{'AR': 1.0}	-1.000088900581841e-12	AR/Unknown	{'AR/Unknown': 1.0}	-1.000088900581841e-12	AR/Unknown	{'AR/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KJ501512/2001/USA/GA/Fulton/NY99/unknown/Bird-crow	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	GA	{'GA': 0.9999999999999999}	-9.99866855976916e-13	GA	{'GA': 1.0}	-1.000088900581841e-12	GA	{'GA': 1.0}	-1.000088900581841e-12	GA	{'GA': 1.0}	-1.000088900581841e-12	True	wnv
KJ501514/2002/USA/GA/Unknown/WN02/unknown/Bird-crow	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	GA	{'GA': 1.0}	-1.000088900581841e-12	GA	{'GA': 0.9999999999999999}	-9.99866855976916e-13	GA	{'GA': 1.0}	-1.000088900581841e-12	GA	{'GA': 1.0}	-1.000088900581841e-12	True	wnv
KJ501515/2001/USA/NJ/Middlesex/NY99/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	NJ/Middlesex	{'NJ/Middlesex': 1.0}	-1.000088900581841e-12	NJ	{'NJ': 1.0}	-1.000088900581841e-12	NJ/Middlesex	{'NJ/Middlesex': 1.0}	-1.000088900581841e-12	NJ/Middlesex	{'NJ/Middlesex': 1.0}	-1.000088900581841e-12	True	wnv
KJ501516/2001/USA/OH/Wood/NY99/unknown/Bird-crow	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	OH	{'OH': 1.0}	-1.000088900581841e-12	OH	{'OH': 0.9999999999999999}	-9.99866855976916e-13	OH	{'OH': 1.0}	-1.000088900581841e-12	OH	{'OH': 1.0}	-1.000088900581841e-12	True	wnv
KJ501517/2002/USA/OH/Unknown/WN02/unknown/Bird-crow	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	OH	{'OH': 1.0}	-1.000088900581841e-12	OH	{'OH': 1.0}	-1.000088900581841e-12	OH	{'OH': 1.0}	-1.000088900581841e-12	OH	{'OH': 1.0}	-1.000088900581841e-12	True	wnv
KJ501518/2007/USA/MT/Phillips/SW03/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	MT/Phillips	{'MT/Phillips': 1.0}	-1.000088900581841e-12	MT	{'MT': 1.0}	-1.000088900581841e-12	MT/Phillips	{'MT/Phillips': 1.0}	-1.000088900581841e-12	MT/Phillips	{'MT/Phillips': 1.0}	-1.000088900581841e-12	True	wnv
