strain	CO	CO_confidence	CO_entropy	country	country_confidence	country_entropy	division	division_confidence	division_entropy	state	state_confidence	state_entropy	trap	trap_confidence	trap_entropy	zone	zone_confidence	zone_entropy	is_terminal	build
NODE_0001524	Not CO	{'Not CO': 0.9999788856742008}	0.0002486302190760967	USA	{'USA': 0.999999756071505}	4.028562478300143e-06	CA/Unknown	{'CA/Riverside': 0.4963238099958422, 'CA/Unknown': 0.5036400794419096}	0.6936212929263054	CA	{'CA': 0.9999989156245134}	1.842269802086871e-05	CA/Unknown	{'CA/Riverside': 0.4385149555858238, 'CA/Unknown': 0.5614441778830411}	0.6861638089203314	CA/Unknown	{'CA/Riverside': 0.4942674933921351, 'CA/Unknown': 0.5056846455728145}	0.6937361137678516	False	wnv
NODE_0001525	FoCo	{'FoCo': 0.9038186546542891, 'Not CO': 0.09618131431815816}	0.3166111170036115	USA	{'USA': 0.9999997419962993}	4.243998220685659e-06	CO/FC	{'CO/FC': 0.9985919951320815, 'NY': 0.0013605003683941303}	0.010897693595938354	CO	{'CO': 0.9956965922579043, 'NY': 0.0042377673296983605}	0.028169675781179557	NY	{'NY': 0.9993970465645896}	0.0058743189537054895	CO/FC/SE	{'CO/FC/SE': 0.99020698973863, 'CO/LV/LV': 0.0011228038176461243, 'NY': 0.007296162732468439}	0.06366888793560593	False	wnv
NODE_0001526	Not CO	{'Not CO': 0.9999773310480877}	0.00026531377084786957	USA	{'USA': 0.9999997501168235}	4.119808310020298e-06	CA/Unknown	{'CA/Riverside': 0.49828290569973077, 'CA/Unknown': 0.5016639800592636}	0.6937541204387532	CA	{'CA': 0.9999988802303215}	1.8946868763115752e-05	CA/Unknown	{'CA/Riverside': 0.43940880717833225, 'CA/Unknown': 0.5605434522610757}	0.6863617964499243	CA/Unknown	{'CA/Riverside': 0.4964036879779143, 'CA/Unknown': 0.5035245543631541}	0.6939349937984962	False	wnv
NODE_0001527	Not CO	{'Not CO': 0.9999788845841476}	0.0002486419554372816	USA	{'USA': 0.9999997560709935}	4.028570296677904e-06	CA/Unknown	{'CA/Riverside': 0.49781419550131, 'CA/Unknown': 0.5021477042435935}	0.6936611081184335	CA	{'CA': 0.9999989700071811}	1.7501523380649042e-05	CA/Unknown	{'CA/Riverside': 0.4398285272026046, 'CA/Unknown': 0.5601288974578829}	0.6865046760114822	CA/Unknown	{'CA/Riverside': 0.49590932161289897, 'CA/Unknown': 0.5040401467315345}	0.6937975821179501	False	wnv
NODE_0001528	Not CO	{'Not CO': 0.9999788845841476}	0.0002486419554372816	USA	{'USA': 0.9999997560709935}	4.028570296677904e-06	CA/Unknown	{'CA/Riverside': 0.49781419550131, 'CA/Unknown': 0.5021477042435935}	0.6936611081184335	CA	{'CA': 0.9999989700071811}	1.7501523380649042e-05	CA/Unknown	{'CA/Riverside': 0.4398285272026046, 'CA/Unknown': 0.5601288974578829}	0.6865046760114822	CA/Unknown	{'CA/Riverside': 0.49590932161289897, 'CA/Unknown': 0.5040401467315345}	0.6937975821179501	False	wnv
NODE_0001529	Not CO	{'FoCo': 0.16178265205347694, 'Not CO': 0.8382172119571039}	0.4426165061583183	USA	{'USA': 0.9999997482220625}	4.1488034579827955e-06	CO/FC	{'CO/FC': 0.703201805904436, 'NY': 0.295526848518259, 'OH': 0.0012320038042418389}	0.616567737644834	CO	{'CO': 0.642818966205768, 'NY': 0.35558545931065066, 'OH': 0.0013964566218130747}	0.6629521077776112	NY	{'NY': 0.999845533705203}	0.00157015417219244	CO/FC/SE	{'CO/FC/SE': 0.5003507534041093, 'NY': 0.49775888663655843, 'OH': 0.0017781501940904532}	0.706264525285932	False	wnv
NODE_0001530	Not CO	{'Not CO': 0.9999788856742008}	0.0002486302190760967	USA	{'USA': 0.999999756071505}	4.028562478300143e-06	CA/Unknown	{'CA/Riverside': 0.4963238099958422, 'CA/Unknown': 0.5036400794419096}	0.6936212929263054	CA	{'CA': 0.9999989156245134}	1.842269802086871e-05	CA/Unknown	{'CA/Riverside': 0.4385149555858238, 'CA/Unknown': 0.5614441778830411}	0.6861638089203314	CA/Unknown	{'CA/Riverside': 0.4942674933921351, 'CA/Unknown': 0.5056846455728145}	0.6937361137678516	False	wnv
NODE_0001531	Not CO	{'Not CO': 0.9999526247637204}	0.0005195556885236884	USA	{'USA': 0.9999994782904059}	8.21776500588009e-06	CA/San-Diego	{'CA/Riverside': 0.004343592688036525, 'CA/San-Diego': 0.9906586670759893, 'CA/Unknown': 0.003389912026515925}	0.06652014832161388	CA	{'CA': 0.9998954271975315}	0.0010806468317031885	CA/San-Diego	{'CA/Riverside': 0.003939786289074886, 'CA/San-Diego': 0.9900675713702976, 'CA/Unknown': 0.004066464618012529}	0.07233568059962414	CA/San-Diego	{'AZ/Maricopa': 0.0010345759159027985, 'CA/Riverside': 0.005239994754216237, 'CA/San-Diego': 0.9885042463214203, 'CA/Unknown': 0.004157033061342962}	0.08032394079433006	False	wnv
NODE_0001532	Not CO	{'Not CO': 0.9999542107417734}	0.0005037451107576023	USA	{'USA': 0.999999473332043}	8.29299764372368e-06	CA/San-Diego	{'AZ/Maricopa': 0.006225927219705738, 'CA/San-Diego': 0.9916037882208548}	0.05882867293036204	CA	{'AZ': 0.020467263705896688, 'CA': 0.9794544661959218}	0.1009375745305918	CA/San-Diego	{'AZ/Maricopa': 0.006537607412222448, 'CA/San-Diego': 0.9909431258106841}	0.06525237493406709	CA/San-Diego	{'AZ/Maricopa': 0.00759738034562735, 'CA/Riverside': 0.0010857998698218822, 'CA/San-Diego': 0.989635511384001}	0.07135163725020495	False	wnv
NODE_0001533	Not CO	{'Not CO': 0.9999780951538183}	0.0002571276286031428	USA	{'USA': 0.9999997527815832}	4.0790004278246495e-06	CA/San-Diego	{'CA/San-Diego': 0.9999872167786191}	0.00017961680770651667	CA	{'CA': 0.999793742009735}	0.0019703260082949274	CA/San-Diego	{'CA/San-Diego': 0.9999858523437692}	0.00020334023618301045	CA/San-Diego	{'CA/San-Diego': 0.9999807469331681}	0.0002652451865571339	False	wnv
NODE_0001534	Not CO	{'Not CO': 0.9999592870710706}	0.00045266768057383185	USA	{'USA': 0.9999995448882587}	7.231421171686151e-06	CA/San-Diego	{'CA/San-Diego': 0.9999669130159161}	0.0004326581686638102	CA	{'CA': 0.9999961802984257}	5.665173823472558e-05	CA/San-Diego	{'CA/San-Diego': 0.9999637999350174}	0.00048316940597233825	CA/San-Diego	{'CA/San-Diego': 0.9999500725665348}	0.0006377901811193199	False	wnv
NODE_0001535	Not CO	{'Not CO': 0.9999608403108128}	0.0004369329790376519	USA	{'USA': 0.9999995508256198}	7.1440290249498974e-06	CA/San-Diego	{'CA/San-Diego': 0.99999949576629}	9.721768107953172e-06	CA	{'CA': 0.9999980620008422}	3.1723688698662885e-05	CA/San-Diego	{'CA/San-Diego': 0.9999993419271871}	1.303571459402529e-05	CA/San-Diego	{'CA/San-Diego': 0.9999991437696355}	1.6132788620614088e-05	False	wnv
NODE_0001536	Not CO	{'Not CO': 0.999978321523216}	0.00025469732184656	USA	{'USA': 0.999999753702776}	4.064882439550891e-06	CA/San-Diego	{'CA/San-Diego': 0.9999997567190819}	4.866123341716986e-06	CA	{'CA': 0.999998964314559}	1.7587449429318962e-05	CA/San-Diego	{'CA/San-Diego': 0.9999996890539511}	6.3888943946300745e-06	CA/San-Diego	{'CA/San-Diego': 0.9999995933202206}	7.962925531555856e-06	False	wnv
NODE_0001537	Not CO	{'Not CO': 0.9999999987739896}	2.6381139016777864e-08	USA	{'USA': 0.9999999999994896}	1.3401524774308424e-11	CA/San-Diego	{'CA/San-Diego': 0.9999999999999911}	-7.426054259486816e-13	CA	{'CA': 0.9999999999993945}	1.608532662291942e-11	CA/San-Diego	{'CA/San-Diego': 0.9999999999999921}	-7.748777189417057e-13	CA/San-Diego	{'CA/San-Diego': 0.9999999999999752}	-2.953546516092411e-13	False	wnv
NODE_0001538	Not CO	{'Not CO': 0.9999788857555201}	0.00024862934352620834	USA	{'USA': 0.9999997560715178}	4.028562283584386e-06	CA/San-Diego	{'CA/San-Diego': 0.9999997573318384}	4.855274484450105e-06	CA	{'CA': 0.9999989704730426}	1.749409067018028e-05	CA/San-Diego	{'CA/San-Diego': 0.9999996897562823}	6.376012199763131e-06	CA/San-Diego	{'CA/San-Diego': 0.9999995945633164}	7.941400900792155e-06	False	wnv
NODE_0001539	Not CO	{'FoCo': 0.13641741301986993, 'Not CO': 0.8635825461492866}	0.39840712124609534	USA	{'USA': 0.9999997458529799}	4.185048144970188e-06	CO/FC	{'CO/FC': 0.7012808572392748, 'NY': 0.2973874240516628, 'OH': 0.0012795461452077095}	0.6186234904619325	CO	{'CO': 0.634590631516515, 'NY': 0.3635653338594291, 'OH': 0.0015044104536534014}	0.6693385012695009	NY	{'NY': 0.9990678060964143}	0.0085831759862631	NY	{'CO/FC/SE': 0.49777264036535135, 'NY': 0.5002502525253533, 'OH': 0.0018693439663896312}	0.7067212024172003	False	wnv
NODE_0001540	Not CO	{'Not CO': 0.9999789131801402}	0.00024833404832467343	USA	{'USA': 0.9999997561085637}	4.027995582873054e-06	CA/San-Diego	{'CA/San-Diego': 0.9999997573339287}	4.8552394732667485e-06	CA	{'CA': 0.9999989705356243}	1.7493166241615766e-05	CA/San-Diego	{'CA/San-Diego': 0.9999996897582974}	6.375977661389395e-06	CA/San-Diego	{'CA/San-Diego': 0.9999995945681457}	7.941322055638687e-06	False	wnv
NODE_0001541	Not CO	{'FoCo': 0.005272778801240705, 'Not CO': 0.9947271755002864}	0.03291646553379866	USA	{'USA': 0.9999997452757127}	4.193885830505372e-06	NY	{'CO/FC': 0.36353221466528646, 'IL/Cook': 0.010666834701585496, 'NY': 0.6186097954850001, 'PA/Unknown': 0.0058170131282832774}	0.7582855194750064	NY	{'CO': 0.13139428472349612, 'IL': 0.02081091854619162, 'NY': 0.8449975773337073, 'PA': 0.001985917413176276}	0.5098163007514228	NY	{'NY': 0.9993193290512143}	0.006754209241534384	NY	{'CO/FC/SE': 0.17988061512018583, 'IL/Cook': 0.010523951397255451, 'NY': 0.8022749517467583, 'PA/Unknown': 0.005427930035594875}	0.5812703765736056	False	wnv
NODE_0001542	Not CO	{'Not CO': 0.9995023201870534}	0.004283417679852741	USA	{'USA': 0.9999993596585459}	9.958863506601367e-06	NY	{'CO/FC': 0.22860237639213907, 'IL/Cook': 0.15208104716696033, 'NY': 0.35398735799382125, 'PA/Unknown': 0.24766403265828593}	1.4972704046264327	NY	{'CO': 0.08190312745845278, 'IL': 0.14063741122830847, 'NY': 0.6877767151700471, 'PA': 0.08402674912456705}	0.9949693647522648	NY	{'IL/Cook': 0.09229065142633518, 'NY': 0.7281393356247615, 'PA/Unknown': 0.1641783892367474}	0.8950871162872446	NY	{'CO/FC/SE': 0.10490395782602495, 'IL/Cook': 0.12272101803064094, 'NY': 0.5121039342369957, 'PA/Unknown': 0.23967645803153603}	1.3627956206916805	False	wnv
NODE_0001543	Not CO	{'Not CO': 0.999978913144882}	0.00024833442798934406	USA	{'USA': 0.9999997561085578}	4.027995671470709e-06	CA/San-Diego	{'CA/San-Diego': 0.999999757333929}	4.855239468913186e-06	CA	{'CA': 0.999998970535619}	1.7493166318714467e-05	CA/San-Diego	{'CA/San-Diego': 0.999999689758298}	6.375977653817758e-06	CA/San-Diego	{'CA/San-Diego': 0.9999995945681458}	7.941322050334821e-06	False	wnv
NODE_0001546	FoCo	{'FoCo': 0.9997407629425927}	0.0023999426680299417	USA	{'USA': 0.9999996194292009}	6.115682803900762e-06	CO/FC	{'CO/BE': 0.001811341676101063, 'CO/FC': 0.9980192626323843}	0.015145801540448266	CO	{'CO': 0.9999745852278371}	0.0003077101328535289	FC-088GR	{'FC-004': 0.2802715474582992, 'FC-088GR': 0.7047979012346585, 'LC-055': 0.007788918077538608, 'NY': 0.004559017743500453}	0.6938712295440372	CO/FC/SE	{'CO/BE/BE': 0.0016889966073609865, 'CO/FC/SE': 0.9977918006640925}	0.017783886775731412	False	wnv
NODE_0001549	Not CO	{'Not CO': 0.9999781371572223}	0.0002566767918915054	USA	{'USA': 0.9999997531328925}	4.0736120052056135e-06	CA/San-Diego	{'CA/San-Diego': 0.9999997567398662}	4.865682150345092e-06	CA	{'CA': 0.9999989632617996}	1.7603286781652744e-05	CA/San-Diego	{'CA/San-Diego': 0.9999996891058122}	6.387855640714597e-06	CA/San-Diego	{'CA/San-Diego': 0.9999995933981262}	7.961428608153955e-06	False	wnv
NODE_0001551	FoCo	{'FoCo': 0.9999903987084275}	0.00012053668540237213	USA	{'USA': 0.999999753126446}	4.0737105478292434e-06	CO/FC	{'CO/FC': 0.9752458690334757, 'CO/LV': 0.02475197079956767}	0.11603554142368168	CO	{'CO': 0.9999970119673596}	4.4416910511904937e-05	FC-074	{'FC-066GR': 0.014832543625466271, 'FC-074': 0.9262858553480717, 'FC-088GR': 0.019446403020984614, 'LV-069': 0.029688523787939593}	0.39524373524516576	CO/FC/SE	{'CO/FC/NE': 0.0022762305732822834, 'CO/FC/SE': 0.9719562901543308, 'CO/LV/LV': 0.025756133133805575}	0.13590710680308096	False	wnv
NODE_0001553	Not CO	{'Not CO': 0.999978111820651}	0.0002569486891941201	USA	{'USA': 0.9999997530967997}	4.0741636770899635e-06	CA/San-Diego	{'CA/San-Diego': 0.9999997567377933}	4.865716867111225e-06	CA	{'CA': 0.9999989632004165}	1.7604193111350034e-05	CA/San-Diego	{'CA/San-Diego': 0.9999996891038114}	6.387889914390854e-06	CA/San-Diego	{'CA/San-Diego': 0.999999593393345}	7.961506663242246e-06	False	wnv
NODE_0001554	Not CO	{'Not CO': 0.9999781665995513}	0.00025636079733646694	USA	{'USA': 0.9999997531708803}	4.073031382089323e-06	CA/San-Diego	{'CA/San-Diego': 0.9999997567419743}	4.8656468546774624e-06	CA	{'CA': 0.9999989633255678}	1.760234561058104e-05	CA/San-Diego	{'CA/San-Diego': 0.9999996891078443}	6.387820838189099e-06	CA/San-Diego	{'CA/San-Diego': 0.9999995934030036}	7.961349013458927e-06	False	wnv
NODE_0001555	FoCo	{'FoCo': 0.9999904031883066}	0.0001204849252820474	USA	{'USA': 0.9999997531707935}	4.073032708625912e-06	CO/FC	{'CO/FC': 0.9997434615999118}	0.0023797543041835477	CO	{'CO': 0.9999970123862804}	4.441122944182808e-05	FC-074	{'FC-074': 0.999560596836898}	0.004769739805065453	CO/FC/SE	{'CO/FC/SE': 0.9997959159039294}	0.0019527068835559992	False	wnv
NODE_0001556	Not CO	{'Not CO': 0.9999788867855242}	0.0002486182536950648	USA	{'USA': 0.9999997560719751}	4.02855535161045e-06	CA/San-Diego	{'CA/San-Diego': 0.9999997573316567}	4.855278290460655e-06	CA	{'CA': 0.9999989704735188}	1.749408418188112e-05	CA/San-Diego	{'CA/San-Diego': 0.9999996897559872}	6.376018346536239e-06	CA/San-Diego	{'CA/San-Diego': 0.9999995945630962}	7.941405449774443e-06	False	wnv
NODE_0001557	Not CO	{'Not CO': 0.9999773967141218}	0.00026461132893620064	USA	{'USA': 0.9999997501980497}	4.118567840229276e-06	CA/San-Diego	{'CA/San-Diego': 0.999999756147964}	4.876086542662835e-06	CA	{'CA': 0.9999989560553173}	1.7712351387131478e-05	CA/San-Diego	{'CA/San-Diego': 0.999999688455405}	6.399695968313954e-06	CA/San-Diego	{'CA/San-Diego': 0.9999995922331275}	7.981448336200515e-06	False	wnv
