"strain","accession","date","year","country","state","CO","division","zone","trap","lineage","sublineage","host"
"MF175858/2015/USA/TX/Colllin/WN02/unknown/Mosquito-Culex","MF175858",2015-09-22,2015,"USA","TX","Not CO","TX/Colllin","TX/Colllin","TX/Colllin","WN02","unknown","Mosquito-Culex"
"MF175859/2014/USA/TX/Fort_Bend/WN02/unknown/Mosquito-Culex","MF175859",2014-08-05,2014,"USA","TX","Not CO","TX/Fort_Bend","TX/Fort_Bend","TX/Fort_Bend","WN02","unknown","Mosquito-Culex"
"MF175860/2015/USA/TX/Denton/WN02/unknown/Mosquito-Culex","MF175860",2015-07-22,2015,"USA","TX","Not CO","TX/Denton","TX/Denton","TX/Denton","WN02","unknown","Mosquito-Culex"
"MF175861/2015/USA/TX/El_Paso/WN02/unknown/Mosquito-Culex","MF175861",2015-08-19,2015,"USA","TX","Not CO","TX/El_Paso","TX/El_Paso","TX/El_Paso","WN02","unknown","Mosquito-Culex"
"MF175862/2015/USA/TX/Montgomery/WN02/unknown/Mosquito-Culex","MF175862",2015-06-09,2015,"USA","TX","Not CO","TX/Montgomery","TX/Montgomery","TX/Montgomery","WN02","unknown","Mosquito-Culex"
"MF175863/2014/USA/TX/Denton/WN02/unknown/Mosquito-Culex","MF175863",2014-09-04,2014,"USA","TX","Not CO","TX/Denton","TX/Denton","TX/Denton","WN02","unknown","Mosquito-Culex"
"MF175864/2014/USA/TX/El_Paso/WN02/unknown/Mosquito-Culex","MF175864",2014-09-10,2014,"USA","TX","Not CO","TX/El_Paso","TX/El_Paso","TX/El_Paso","WN02","unknown","Mosquito-Culex"
"MF175865/2015/USA/TX/Montgomery/WN02/unknown/Mosquito-Culex","MF175865",2015-09-16,2015,"USA","TX","Not CO","TX/Montgomery","TX/Montgomery","TX/Montgomery","WN02","unknown","Mosquito-Culex"
"MF175866/2014/USA/TX/El_Paso/SW03/unknown/Mosquito-Culex","MF175866",2014-09-09,2014,"USA","TX","Not CO","TX/El_Paso","TX/El_Paso","TX/El_Paso","SW03","unknown","Mosquito-Culex"
"MF175867/2015/USA/TX/Fort_Bend/WN02/unknown/Mosquito-Culex","MF175867",2015-07-21,2015,"USA","TX","Not CO","TX/Fort_Bend","TX/Fort_Bend","TX/Fort_Bend","WN02","unknown","Mosquito-Culex"
"MF175868/2014/USA/TX/Montgomery/WN02/unknown/Mosquito-Culex","MF175868",2014-06-03,2014,"USA","TX","Not CO","TX/Montgomery","TX/Montgomery","TX/Montgomery","WN02","unknown","Mosquito-Culex"
"MF175869/2014/USA/TX/Travis/WN02/unknown/Mosquito-Culex","MF175869",2014-08-07,2014,"USA","TX","Not CO","TX/Travis","TX/Travis","TX/Travis","WN02","unknown","Mosquito-Culex"
"MF175870/2015/USA/TX/Dallas/WN02/unknown/Mosquito-Culex","MF175870",2015-08-12,2015,"USA","TX","Not CO","TX/Dallas","TX/Dallas","TX/Dallas","WN02","unknown","Mosquito-Culex"
"MF175871/2014/USA/TX/Travis/WN02/unknown/Mosquito-Culex","MF175871",2014-08-12,2014,"USA","TX","Not CO","TX/Travis","TX/Travis","TX/Travis","WN02","unknown","Mosquito-Culex"
"MF175872/2014/USA/TX/Dallas/WN02/unknown/Mosquito-Culex","MF175872",2014-09-23,2014,"USA","TX","Not CO","TX/Dallas","TX/Dallas","TX/Dallas","WN02","unknown","Mosquito-Culex"
"MF175873/2015/USA/TX/Dallas/WN02/unknown/Mosquito-Culex","MF175873",2015-09-08,2015,"USA","TX","Not CO","TX/Dallas","TX/Dallas","TX/Dallas","WN02","unknown","Mosquito-Culex"
"MF175874/2015/USA/TX/Denton/WN02/unknown/Mosquito-Culex","MF175874",2015-08-19,2015,"USA","TX","Not CO","TX/Denton","TX/Denton","TX/Denton","WN02","unknown","Mosquito-Culex"
"MF175875/2015/USA/TX/Colllin/WN02/unknown/Mosquito-Culex","MF175875",2015-09-01,2015,"USA","TX","Not CO","TX/Colllin","TX/Colllin","TX/Colllin","WN02","unknown","Mosquito-Culex"
"MF175877/2015/USA/TX/Denton/WN02/unknown/Mosquito-Culex","MF175877",2015-11-11,2015,"USA","TX","Not CO","TX/Denton","TX/Denton","TX/Denton","WN02","unknown","Mosquito-Culex"
"MG004528/2015/USA/AZ/Maricopa/WN02/unknown/Mosquito-Culex","MG004528",2015-06-09,2015,"USA","AZ","Not CO","AZ/Maricopa","AZ/Maricopa","AZ/Maricopa","WN02","unknown","Mosquito-Culex"
"MG004529/2014/USA/AZ/Maricopa/WN02/unknown/Mosquito-Culex","MG004529",2014-06-26,2014,"USA","AZ","Not CO","AZ/Maricopa","AZ/Maricopa","AZ/Maricopa","WN02","unknown","Mosquito-Culex"
"MG004530/2016/USA/AZ/Maricopa/WN02/unknown/Mosquito-Culex","MG004530",2016-10-20,2016,"USA","AZ","Not CO","AZ/Maricopa","AZ/Maricopa","AZ/Maricopa","WN02","unknown","Mosquito-Culex"
"MG004531/2016/USA/AZ/Maricopa/WN02/unknown/Mosquito-Culex","MG004531",2016-05-11,2016,"USA","AZ","Not CO","AZ/Maricopa","AZ/Maricopa","AZ/Maricopa","WN02","unknown","Mosquito-Culex"
"MG004532/2015/USA/AZ/Maricopa/WN02/unknown/Mosquito-Culex","MG004532",2015-08-05,2015,"USA","AZ","Not CO","AZ/Maricopa","AZ/Maricopa","AZ/Maricopa","WN02","unknown","Mosquito-Culex"
"MG004533/2014/USA/AZ/Maricopa/SW03/unknown/Mosquito-Culex","MG004533",2014-06-03,2014,"USA","AZ","Not CO","AZ/Maricopa","AZ/Maricopa","AZ/Maricopa","SW03","unknown","Mosquito-Culex"
"MG004534/2016/USA/AZ/Maricopa/WN02/unknown/Mosquito-Culex","MG004534",2016-06-28,2016,"USA","AZ","Not CO","AZ/Maricopa","AZ/Maricopa","AZ/Maricopa","WN02","unknown","Mosquito-Culex"
"MG004535/2014/USA/AZ/Maricopa/WN02/unknown/Mosquito-Culex","MG004535",2014-07-22,2014,"USA","AZ","Not CO","AZ/Maricopa","AZ/Maricopa","AZ/Maricopa","WN02","unknown","Mosquito-Culex"
"MG004536/2016/USA/AZ/Maricopa/WN02/unknown/Mosquito-Culex","MG004536",2016-08-25,2016,"USA","AZ","Not CO","AZ/Maricopa","AZ/Maricopa","AZ/Maricopa","WN02","unknown","Mosquito-Culex"
"MG004537/2014/USA/AZ/Maricopa/SW03/unknown/Mosquito-Culex","MG004537",2014-08-28,2014,"USA","AZ","Not CO","AZ/Maricopa","AZ/Maricopa","AZ/Maricopa","SW03","unknown","Mosquito-Culex"
"MG004538/2015/USA/AZ/Maricopa/WN02/unknown/Mosquito-Culex","MG004538",2015-10-07,2015,"USA","AZ","Not CO","AZ/Maricopa","AZ/Maricopa","AZ/Maricopa","WN02","unknown","Mosquito-Culex"
"MG004539/2014/USA/AZ/Maricopa/WN02/unknown/Mosquito-Culex","MG004539",2014-06-10,2014,"USA","AZ","Not CO","AZ/Maricopa","AZ/Maricopa","AZ/Maricopa","WN02","unknown","Mosquito-Culex"
"MG004540/2015/USA/AZ/Maricopa/SW03/unknown/Mosquito-Culex","MG004540",2015-05-12,2015,"USA","AZ","Not CO","AZ/Maricopa","AZ/Maricopa","AZ/Maricopa","SW03","unknown","Mosquito-Culex"
"MG004541/2017/USA/AZ/Maricopa/WN02/unknown/Mosquito-Culex","MG004541",2017-04-26,2017,"USA","AZ","Not CO","AZ/Maricopa","AZ/Maricopa","AZ/Maricopa","WN02","unknown","Mosquito-Culex"
"MH166882/2000/USA/VA/Norfolk/NY99/unknown/Bird-unknown","MH166882",2000-08-01,2000,"USA","VA","Not CO","VA","VA","VA","NY99","unknown","Bird-unknown"
"MH166883/2002/USA/VA/Norfolk/WN02/unknown/Bird-unknown","MH166883",2002-08-01,2002,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Bird-unknown"
"MH166884/2004/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166884",2004-08-01,2004,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH166885/2009/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166885",2009-08-01,2009,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH166886/2001/USA/VA/Norfolk/NY99/unknown/Mosquito-unknown","MH166886",2001-08-01,2001,"USA","VA","Not CO","VA","VA","VA","NY99","unknown","Mosquito-unknown"
"MH166887/2002/USA/VA/Norfolk/NY99/unknown/Mosquito-unknown","MH166887",2002-08-01,2002,"USA","VA","Not CO","VA","VA","VA","NY99","unknown","Mosquito-unknown"
"MH166888/2005/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166888",2005-08-01,2005,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH166889/2006/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166889",2006-08-01,2006,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH166890/2006/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166890",2006-08-01,2006,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH166891/2007/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166891",2007-08-01,2007,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH166892/2008/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166892",2008-08-01,2008,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH166893/2010/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166893",2010-08-01,2010,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH166894/2007/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166894",2007-08-01,2007,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH166895/2005/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166895",2005-08-01,2005,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH166896/2009/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166896",2009-08-01,2009,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH166897/2010/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166897",2010-08-01,2010,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH166898/2008/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166898",2008-08-01,2008,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH166899/2002/USA/VA/Norfolk/NY99/unknown/Mosquito-unknown","MH166899",2002-08-01,2002,"USA","VA","Not CO","VA","VA","VA","NY99","unknown","Mosquito-unknown"
"MH166900/2003/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166900",2003-08-01,2003,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH166901/2000/USA/VA/Norfolk/NY99/unknown/Mosquito-unknown","MH166901",2000-08-01,2000,"USA","VA","Not CO","VA","VA","VA","NY99","unknown","Mosquito-unknown"
"MH166902/2010/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166902",2010-08-01,2010,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH166903/2000/USA/VA/Norfolk/NY99/unknown/Mosquito-unknown","MH166903",2000-08-01,2000,"USA","VA","Not CO","VA","VA","VA","NY99","unknown","Mosquito-unknown"
"MH166904/2000/USA/VA/Norfolk/NY99/unknown/Mosquito-unknown","MH166904",2000-08-01,2000,"USA","VA","Not CO","VA","VA","VA","NY99","unknown","Mosquito-unknown"
"MH166905/2002/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166905",2002-08-01,2002,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH166906/2003/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166906",2003-08-01,2003,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH166907/2006/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166907",2006-08-01,2006,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH166908/2005/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166908",2005-08-01,2005,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH166909/2009/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166909",2009-08-01,2009,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH166910/2006/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166910",2006-08-01,2006,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH166911/2002/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166911",2002-08-01,2002,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH166912/2003/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166912",2003-08-01,2003,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH166913/2004/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166913",2004-08-01,2004,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH166914/2009/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166914",2009-08-01,2009,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH166915/2002/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166915",2002-08-01,2002,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH166916/2010/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166916",2010-08-01,2010,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH166917/2004/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166917",2004-08-01,2004,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH166918/2008/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166918",2008-08-01,2008,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH166919/2004/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166919",2004-08-01,2004,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH166920/2009/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166920",2009-08-01,2009,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH166921/2008/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown","MH166921",2008-08-01,2008,"USA","VA","Not CO","VA","VA","VA","WN02","unknown","Mosquito-unknown"
"MH170229/2006/USA/CO/Weld/WN02/unknown/Mosquito-unknown","MH170229",2006-08-01,2006,"USA","CO","Weld","CO/Weld","CO/Weld","CO/Weld","WN02","unknown","Mosquito-unknown"
"MH170230/2007/USA/CO/Weld/SW03/unknown/Mosquito-unknown","MH170230",2007-08-01,2007,"USA","CO","Weld","CO/Weld","CO/Weld","CO/Weld","SW03","unknown","Mosquito-unknown"
"MH170232/2006/USA/CO/Weld/SW03/unknown/Mosquito-unknown","MH170232",2006-08-01,2006,"USA","CO","Weld","CO/Weld","CO/Weld","CO/Weld","SW03","unknown","Mosquito-unknown"
"MH170235/2006/USA/CO/Weld/SW03/unknown/Mosquito-unknown","MH170235",2006-08-01,2006,"USA","CO","Weld","CO/Weld","CO/Weld","CO/Weld","SW03","unknown","Mosquito-unknown"
"MH170236/2006/USA/CO/Weld/WN02/unknown/Mosquito-unknown","MH170236",2006-08-01,2006,"USA","CO","Weld","CO/Weld","CO/Weld","CO/Weld","WN02","unknown","Mosquito-unknown"
"MH170239/2006/USA/CO/Weld/SW03/unknown/Mosquito-Culex","MH170239",2006-08-01,2006,"USA","CO","Weld","CO/Weld","CO/Weld","CO/Weld","SW03","unknown","Mosquito-Culex"
"MH170241/2007/USA/CO/Weld/SW03/unknown/Mosquito-Culex","MH170241",2007-08-01,2007,"USA","CO","Weld","CO/Weld","CO/Weld","CO/Weld","SW03","unknown","Mosquito-Culex"
"MH170243/2006/USA/CO/Weld/WN02/unknown/Mosquito-Culex","MH170243",2006-08-01,2006,"USA","CO","Weld","CO/Weld","CO/Weld","CO/Weld","WN02","unknown","Mosquito-Culex"
"MH170244/2007/USA/CO/Weld/SW03/unknown/Mosquito-Culex","MH170244",2007-08-01,2007,"USA","CO","Weld","CO/Weld","CO/Weld","CO/Weld","SW03","unknown","Mosquito-Culex"
"MH170246/2004/USA/CO/Weld/WN02/unknown/Mosquito-Culex","MH170246",2004-08-01,2004,"USA","CO","Weld","CO/Weld","CO/Weld","CO/Weld","WN02","unknown","Mosquito-Culex"
"MH170249/2006/USA/CO/Weld/WN02/unknown/Mosquito-Culex","MH170249",2006-08-01,2006,"USA","CO","Weld","CO/Weld","CO/Weld","CO/Weld","WN02","unknown","Mosquito-Culex"
"MH170251/2007/USA/CO/Weld/SW03/unknown/Mosquito-Culex","MH170251",2007-08-01,2007,"USA","CO","Weld","CO/Weld","CO/Weld","CO/Weld","SW03","unknown","Mosquito-Culex"
"MH170252/2007/USA/CO/Weld/WN02/unknown/Mosquito-Culex","MH170252",2007-08-01,2007,"USA","CO","Weld","CO/Weld","CO/Weld","CO/Weld","WN02","unknown","Mosquito-Culex"
"MH170257/2005/USA/GA/Lawnder/WN02/unknown/Mosquito-Culex","MH170257",2005-08-01,2005,"USA","GA","Not CO","GA","GA","GA","WN02","unknown","Mosquito-Culex"
"MH170258/2007/USA/GA/Chatham/WN02/unknown/Mosquito-Culex","MH170258",2007-08-01,2007,"USA","GA","Not CO","GA","GA","GA","WN02","unknown","Mosquito-Culex"
"MH170259/2009/USA/GA/Fulton/WN02/unknown/Mosquito-Culex","MH170259",2009-08-01,2009,"USA","GA","Not CO","GA","GA","GA","WN02","unknown","Mosquito-Culex"
"MH170260/2009/USA/GA/Fulton/WN02/unknown/Mosquito-Culex","MH170260",2009-08-01,2009,"USA","GA","Not CO","GA","GA","GA","WN02","unknown","Mosquito-Culex"
"MH170261/2008/USA/GA/Dekalb/WN02/unknown/Mosquito-Culex","MH170261",2008-08-01,2008,"USA","GA","Not CO","GA","GA","GA","WN02","unknown","Mosquito-Culex"
"MH170262/2009/USA/GA/Lowndes/WN02/unknown/Mosquito-Culex","MH170262",2009-08-01,2009,"USA","GA","Not CO","GA","GA","GA","WN02","unknown","Mosquito-Culex"
"MH170263/2001/USA/GA/Wane/NY99/unknown/Bird-other","MH170263",2001-08-01,2001,"USA","GA","Not CO","GA","GA","GA","NY99","unknown","Bird-other"
"MH170264/2002/USA/GA/Muscogee/WN02/unknown/Bird-other","MH170264",2002-08-01,2002,"USA","GA","Not CO","GA","GA","GA","WN02","unknown","Bird-other"
"MH170265/2004/USA/GA/Chattron/WN02/unknown/Mosquito-Culex","MH170265",2004-08-01,2004,"USA","GA","Not CO","GA","GA","GA","WN02","unknown","Mosquito-Culex"
"MH170266/2007/USA/GA/Fulton/WN02/unknown/Mosquito-Culex","MH170266",2007-08-01,2007,"USA","GA","Not CO","GA","GA","GA","WN02","unknown","Mosquito-Culex"
"MH170267/2008/USA/GA/Gwinnett/WN02/unknown/Bird-other","MH170267",2008-08-01,2008,"USA","GA","Not CO","GA","GA","GA","WN02","unknown","Bird-other"
"MH170268/2007/USA/GA/Chatham/WN02/unknown/Bird-other","MH170268",2007-08-01,2007,"USA","GA","Not CO","GA","GA","GA","WN02","unknown","Bird-other"
"MH170269/2005/USA/GA/Dekalb/WN02/unknown/Bird-other","MH170269",2005-08-01,2005,"USA","GA","Not CO","GA","GA","GA","WN02","unknown","Bird-other"
"MH170270/2004/USA/GA/Henry/WN02/unknown/Bird-crow","MH170270",2004-08-01,2004,"USA","GA","Not CO","GA","GA","GA","WN02","unknown","Bird-crow"
"MH170271/2008/USA/GA/Dekalb/WN02/unknown/Mosquito-Culex","MH170271",2008-08-01,2008,"USA","GA","Not CO","GA","GA","GA","WN02","unknown","Mosquito-Culex"
"MH170272/2007/USA/GA/Chatham/SW03/unknown/Mosquito-Culex","MH170272",2007-08-01,2007,"USA","GA","Not CO","GA","GA","GA","SW03","unknown","Mosquito-Culex"
"MH170273/2001/USA/GA/Lowndes/NY99/unknown/Bird-crow","MH170273",2001-08-01,2001,"USA","GA","Not CO","GA","GA","GA","NY99","unknown","Bird-crow"
"MH170274/2002/USA/GA/Fulton/WN02/unknown/Bird-other","MH170274",2002-08-01,2002,"USA","GA","Not CO","GA","GA","GA","WN02","unknown","Bird-other"
"MH170275/2002/USA/GA/Dekalb/WN02/unknown/Bird-crow","MH170275",2002-08-01,2002,"USA","GA","Not CO","GA","GA","GA","WN02","unknown","Bird-crow"
"MH170276/2001/USA/GA/Dekalb/NY99/unknown/Bird-crow","MH170276",2001-08-01,2001,"USA","GA","Not CO","GA","GA","GA","NY99","unknown","Bird-crow"
"W001/2007/USA/CA/San_Diego/WN02/unknown/Bird-crow","W001",2007-10-02,2007,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"W002/2007/USA/CA/San_Diego/WN02/unknown/Bird-crow","W002",2007-10-02,2007,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"W003/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow","W003",2008-08-18,2008,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"W004/2009/USA/CA/San_Diego/WN02/unknown/Bird-crow","W004",2009-05-13,2009,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"W005/2012/USA/CA/San_Diego/WN02/unknown/Bird-crow","W005",2012-10-29,2012,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"W006/2013/USA/CA/San_Diego/WN02/unknown/Bird-crow","W006",2013-07-10,2013,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"W007/2013/USA/CA/San_Diego/WN02/unknown/Bird-crow","W007",2013-07-23,2013,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"W008/2014/USA/CA/San_Diego/SW03/unknown/Bird-crow","W008",2014-10-07,2014,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Bird-crow"
"W009/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow","W009",2015-10-02,2015,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Bird-crow"
"W010/2016/USA/CA/San_Diego/SW03/unknown/Bird-crow","W010",2016-08-15,2016,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Bird-crow"
"W011/2008/USA/CA/San_Diego/WN02/unknown/Bird-other","W011",2008-12-08,2008,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-other"
"W012/2014/USA/CA/San_Diego/SW03/unknown/Bird-other","W012",2014-10-28,2014,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Bird-other"
"W013/2016/USA/CA/San_Diego/WN02/unknown/Bird-other","W013",2016-06-30,2016,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-other"
"W014/2014/USA/CA/San_Diego/SW03/unknown/Mosquito-Culex","W014",2014-10-31,2014,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Mosquito-Culex"
"W015/2015/USA/CA/San_Diego/SW03/unknown/Mosquito-Culex","W015",2015-08-21,2015,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Mosquito-Culex"
"W016/2016/USA/CA/San_Diego/SW03/unknown/mosquito","W016",2016-05-16,2016,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","mosquito"
"W017/2007/USA/CA/San_Diego/WN02/unknown/Bird-other","W017",2007-03-19,2007,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-other"
"W018/2007/USA/CA/San_Diego/WN02/unknown/Bird-crow","W018",2007-03-19,2007,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"W019/2007/USA/CA/San_Diego/WN02/unknown/Bird-crow","W019",2007-10-02,2007,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"W020/2007/USA/CA/San_Diego/WN02/unknown/Bird-crow","W020",2007-10-02,2007,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"W021/2007/USA/CA/San_Diego/WN02/unknown/Bird-other","W021",2007-10-25,2007,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-other"
"W022/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow","W022",2008-02-06,2008,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"W025/2008/USA/CA/San_Diego/WN02/unknown/bird","W025",2008-04-16,2008,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","bird"
"W026/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow","W026",2008-05-14,2008,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"W027/2008/USA/CA/San_Diego/WN02/unknown/Bird-other","W027",2008-05-14,2008,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-other"
"W028/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow","W028",2008-06-11,2008,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"W029/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow","W029",2008-06-11,2008,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
